1 5.59097
2 5.38551
3 5.14253
4 4.92049
5 4.80505
6 4.62185
7 4.48617
8 4.40662
9 4.2445
10 4.17527
11 4.09137
12 4.0624
13 3.96858
14 3.92182
15 3.85881
16 3.82252
17 3.76908
18 3.73743
19 3.69007
20 3.62217
21 3.63773
22 3.58399
23 3.57401
24 3.53176
25 3.51544
26 3.48965
27 3.4685
28 3.45745
29 3.44185
30 3.43143
31 3.40337
32 3.38956
34 3.37394
35 3.35488
36 3.29924
37 3.2945
38 3.2913
39 3.29587
40 3.28508
41 3.27126
42 3.25836
43 3.24323
44 3.24687
45 3.21526
46 3.2367
47 3.23167
48 3.21595
49 3.21003
50 3.18076
51 3.18035
52 3.18534
53 3.15874
54 3.17502
55 3.14463
56 3.17313
57 3.16107
58 3.13238
59 3.1367
60 3.15066
61 3.11037
62 3.11367
63 3.10958
64 3.10312
65 3.09725
66 3.09705
67 3.09602
68 3.08657
69 3.09206
70 3.0703
71 3.07878
72 3.10305
73 3.06263
74 3.06851
75 3.09004
76 3.0673
77 3.05662
78 3.047
79 3.04692
80 3.06387
81 3.06418
82 3.06383
83 3.04044
84 3.06274
85 3.04205
86 3.04167
87 3.04238
88 3.04487
89 3.02483
90 3.05472
91 3.02654
92 3.03249
93 .04819
94 3.03152
95 3.03445
96 3.03407
97 3.02488
98 3.00511
99 3.01687
100 3.03151
1001 3.03374
